Hugo_Symbol	Entrez_Gene_Id	M032_Pre	M032_R1	M032_R2	M032_R3	M032_R5	M032_R6
MIR4421	100616189	0	0	0	0	0	0
LEMD1-AS1	284576	0	0	0	0	0	0
MIR135B	442891	0	0	0	0	0	0
PTGFR	5737	-1	-1	-1	-1	-1	-2
PEA15	8682	0	0	0	0	0	0
DPYD-AS1	100873932	-1	-1	-1	-1	-1	-1
HES5	388585	0	0	1	1	1	1
PADI2	11240	-1	0	0	0	0	0
MIR137HG	400765	0	0	0	0	0	0
MIR137HG	406928	0	0	0	0	0	0
MIR137HG	100616452	0	0	0	0	0	0
IFI44L	10964	-1	-1	-1	-1	-1	-2
TNFRSF14	8764	0	0	1	1	1	1
MIR555	693140	-1	-1	0	0	0	0
MIR761	100313892	-1	-1	0	0	0	0
POU5F1P4	645682	0	0	0	0	0	0
DCAF8	50717	0	0	0	0	0	0
ASH1L-AS1	645676	0	0	0	0	0	0
PADI1	29943	-1	0	0	0	0	0
MIR553	693138	-1	-1	-1	-1	-1	-2
ATAD3A	55210	0	0	1	1	1	1
MIR29C	407026	0	0	0	0	0	0
MIR29B2	407025	0	0	0	0	0	0
ZNF672	79894	1	0	0	0	0	0
MIR1273F	100616156	-1	-1	0	0	0	0
MIR5095	100616458	-1	-1	0	0	0	0
MIR1273G	100616145	-1	-1	0	0	0	0
IFI44	10561	-1	-1	-1	-1	-1	-2
SNORA42	677823	0	0	0	0	0	0
SCARNA4	677771	0	0	0	0	0	0
PADI3	51702	-1	0	0	0	0	0
MIR9-1	407046	-1	-1	0	0	0	0
MIR205HG	406988	0	0	0	0	0	0
SLC25A3P1	163742	-1	0	0	0	0	0
MIR765	768220	0	0	0	0	0	0
DNAJA1P5	94236	-1	-1	-1	-1	-1	-1
MIR4781	100616315	-1	0	0	0	0	0
CYCSP52	360155	0	0	0	0	0	0
PADI4	23569	-1	0	0	0	0	0
MIR4260	100422894	0	0	0	0	0	-1
SERTAD4-AS1	574036	0	0	0	0	0	0
MIR4422	100616272	0	0	0	0	0	0
KIRREL-IT1	100505785	0	0	0	0	0	0
ELTD1	64123	-1	-1	-1	-1	-1	-2
FAM213B	127281	1	1	1	1	1	1
LINC00467	84791	0	0	0	0	0	0
RCC2	55920	-1	0	0	0	0	0
VAV3-AS1	100873946	-1	-1	-1	-1	-1	-1
MIR3122	100422947	-1	0	0	0	0	-1
TMEM240	339453	0	0	1	1	1	1
PEX19	5824	0	0	0	0	0	0
OR4F5	79501	1	1	1	0	0	0
SNORA16B	692157	0	0	0	0	0	0
SSU72	29101	0	0	1	1	1	1
OR4F29	26683	1	1	1	0	0	0
OR4F29	81399	1	1	1	0	0	0
OR4F29	729759	1	1	1	0	0	0
OR4F16	26683	0	0	0	0	0	1
OR4F16	81399	0	0	0	0	0	1
OR4F16	729759	0	0	0	0	0	1
MIR4711	100616409	-1	-1	-1	-1	-1	-2
FLVCR1-AS1	642946	-1	0	0	0	0	-1
SPATA42	642864	-1	-1	-1	-1	-1	-1
ARHGEF10L	55160	-1	0	0	0	0	0
SAMD11	148398	0	0	0	0	0	0
SCARNA2	677766	-2	-2	-1	-1	-1	-1
MIR3116-1	100422902	-1	-1	-1	-1	-1	-2
MIR3116-1	100422946	-1	-1	-1	-1	-1	-2
MIR3116-2	100422902	-1	-1	-1	-1	-1	-2
MIR3116-2	100422946	-1	-1	-1	-1	-1	-2
MIR197	406974	0	0	0	0	0	0
C1orf233	643988	0	0	1	1	1	1
MIR5187	100847090	-1	0	0	0	0	0
MMEL1	79258	1	1	1	1	1	1
COPA	1314	0	0	0	0	0	0
LINC00210	100885798	0	0	0	0	0	-1
LAMTOR5-AS1	101410535	-1	-1	-1	-1	-1	-1
HSPA7	3311	0	0	0	0	0	0
CYMP	643160	-1	-1	-1	-1	-1	-1
RPL31P11	641311	0	0	0	0	0	0
LPHN2	23266	-1	-1	-1	-1	-1	-1
MIR215	406997	0	0	0	0	0	-1
MIR194-1	406969	0	0	0	0	0	-1
MIR4654	100616386	0	0	0	0	0	0
MIR4794	100616338	-1	-1	-1	-1	-1	-2
MIR556	693141	0	0	0	0	0	0
SNORA36B	677818	0	0	0	0	0	0
SNORA36B	100302234	0	0	0	0	0	0
NOC2L	26155	0	0	0	0	0	0
MIR3671	100500854	0	0	0	0	0	0
MIR101-1	406893	0	0	0	0	0	0
CHIAP2	149620	-1	-1	-1	-1	-1	-1
ACTL8	81569	-1	0	0	0	0	0
MIR3117	100422871	-1	-1	-1	-1	-1	-2
IGSF21	84966	-1	0	0	0	0	0
GNG12-AS1	100289178	-1	-1	-1	-1	-1	-1
PGCP1	441897	-1	-1	-1	-1	-1	-1
ZNF692	55657	1	0	0	0	0	0
MIR1262	100302279	-1	-1	-1	-1	-1	-1
KLHDC7A	127707	-1	0	0	0	0	0
PAX7	5081	-1	0	0	0	0	0
PIN1P1	5301	-1	-1	-1	-1	-1	-1
MIR921	100126349	0	0	0	0	0	-1
MIR186	406962	-1	-1	-1	-1	-1	-2
ZRANB2-AS2	100852410	-1	-1	-1	-1	-1	-1
TAS1R2	80834	-1	0	0	0	0	0
NEGR1-IT1	100852409	-1	-1	-1	-1	-1	-1
MIR320B2	100313769	-1	0	0	0	0	-1
FMO9P	116123	0	0	0	0	0	-1
MIR4742	100616468	-1	0	0	0	0	-1
AKR7A2P1	246182	-1	-1	-1	-1	-1	-1
ALDH4A1	8659	-1	0	0	0	0	0
MIB2	142678	0	0	1	1	1	1
NCSTN	23385	0	0	0	0	0	0
TTC34	100287898	0	0	0	1	1	1
AP4B1-AS1	100287722	-1	-1	-1	-1	-1	-1
ACTRT2	140625	0	0	0	1	1	1
ITPKB-IT1	100506443	0	0	0	0	0	0
KLHL17	339451	0	0	1	1	1	1
TTLL7	79739	-1	-1	-1	-1	-1	-1
MIR1255B2	100313835	0	0	0	0	0	-1
ANKRD36BP1	84832	0	0	0	0	0	-1
MIR557	693142	0	0	0	0	0	0
PRDM16	63976	0	0	0	1	1	1
LINC00626	79100	0	0	0	0	0	-1
IFFO2	126917	-1	0	0	0	0	0
ZNF847P	401983	0	0	0	0	0	0
PLEKHN1	84069	1	1	1	1	1	1
MIR5008	100847072	0	0	1	0	1	0
MIR3620	100500810	0	0	1	1	1	0
ATP1A1OS	84852	0	0	0	0	0	0
MIR3119-1	100422839	0	0	0	0	0	-1
MIR3119-1	100423010	0	0	0	0	0	-1
MIR3119-2	100422839	0	0	0	0	0	-1
MIR3119-2	100423010	0	0	0	0	0	-1
MIR4666A	100616308	0	0	0	0	0	0
NHLH1	4807	0	0	0	0	0	0
MIR548AC	100616384	0	0	0	0	0	0
MIR320B1	100302117	0	0	0	0	0	0
RNA5S1	100169751	0	0	0	0	0	0
RNA5S1	100169753	0	0	0	0	0	0
RNA5S1	100169754	0	0	0	0	0	0
RNA5S1	100169755	0	0	0	0	0	0
RNA5S1	100169756	0	0	0	0	0	0
RNA5S1	100169757	0	0	0	0	0	0
RNA5S1	100169758	0	0	0	0	0	0
RNA5S1	100169759	0	0	0	0	0	0
RNA5S1	100169761	0	0	0	0	0	0
RNA5S1	100169762	0	0	0	0	0	0
RNA5S1	100169763	0	0	0	0	0	0
RNA5S1	100169764	0	0	0	0	0	0
RNA5S1	100169765	0	0	0	0	0	0
RNA5S1	100169766	0	0	0	0	0	0
RNA5S1	100169767	0	0	0	0	0	0
RNA5S1	100169768	0	0	0	0	0	0
RNA5S2	100169751	0	0	0	0	0	0
RNA5S2	100169753	0	0	0	0	0	0
RNA5S2	100169754	0	0	0	0	0	0
RNA5S2	100169755	0	0	0	0	0	0
RNA5S2	100169756	0	0	0	0	0	0
RNA5S2	100169757	0	0	0	0	0	0
RNA5S2	100169758	0	0	0	0	0	0
RNA5S2	100169759	0	0	0	0	0	0
RNA5S2	100169761	0	0	0	0	0	0
RNA5S2	100169762	0	0	0	0	0	0
RNA5S2	100169763	0	0	0	0	0	0
RNA5S2	100169764	0	0	0	0	0	0
RNA5S2	100169765	0	0	0	0	0	0
RNA5S2	100169766	0	0	0	0	0	0
RNA5S2	100169767	0	0	0	0	0	0
RNA5S2	100169768	0	0	0	0	0	0
VANGL2	57216	0	0	0	0	0	0
RNA5S3	100169751	0	0	0	0	0	0
RNA5S3	100169753	0	0	0	0	0	0
RNA5S3	100169754	0	0	0	0	0	0
RNA5S3	100169755	0	0	0	0	0	0
RNA5S3	100169756	0	0	0	0	0	0
RNA5S3	100169757	0	0	0	0	0	0
RNA5S3	100169758	0	0	0	0	0	0
RNA5S3	100169759	0	0	0	0	0	0
RNA5S3	100169761	0	0	0	0	0	0
RNA5S3	100169762	0	0	0	0	0	0
RNA5S3	100169763	0	0	0	0	0	0
RNA5S3	100169764	0	0	0	0	0	0
RNA5S3	100169765	0	0	0	0	0	0
RNA5S3	100169766	0	0	0	0	0	0
RNA5S3	100169767	0	0	0	0	0	0
RNA5S3	100169768	0	0	0	0	0	0
RNA5S4	100169751	0	0	0	0	0	0
RNA5S4	100169753	0	0	0	0	0	0
RNA5S4	100169754	0	0	0	0	0	0
RNA5S4	100169755	0	0	0	0	0	0
RNA5S4	100169756	0	0	0	0	0	0
RNA5S4	100169757	0	0	0	0	0	0
RNA5S4	100169758	0	0	0	0	0	0
RNA5S4	100169759	0	0	0	0	0	0
RNA5S4	100169761	0	0	0	0	0	0
RNA5S4	100169762	0	0	0	0	0	0
RNA5S4	100169763	0	0	0	0	0	0
RNA5S4	100169764	0	0	0	0	0	0
RNA5S4	100169765	0	0	0	0	0	0
RNA5S4	100169766	0	0	0	0	0	0
RNA5S4	100169767	0	0	0	0	0	0
RNA5S4	100169768	0	0	0	0	0	0
RNA5S5	100169751	0	0	0	0	0	0
RNA5S5	100169753	0	0	0	0	0	0
RNA5S5	100169754	0	0	0	0	0	0
RNA5S5	100169755	0	0	0	0	0	0
RNA5S5	100169756	0	0	0	0	0	0
RNA5S5	100169757	0	0	0	0	0	0
RNA5S5	100169758	0	0	0	0	0	0
RNA5S5	100169759	0	0	0	0	0	0
RNA5S5	100169761	0	0	0	0	0	0
RNA5S5	100169762	0	0	0	0	0	0
RNA5S5	100169763	0	0	0	0	0	0
RNA5S5	100169764	0	0	0	0	0	0
RNA5S5	100169765	0	0	0	0	0	0
RNA5S5	100169766	0	0	0	0	0	0
RNA5S5	100169767	0	0	0	0	0	0
RNA5S5	100169768	0	0	0	0	0	0
RNA5S6	100169751	0	0	0	0	0	0
RNA5S6	100169753	0	0	0	0	0	0
RNA5S6	100169754	0	0	0	0	0	0
RNA5S6	100169755	0	0	0	0	0	0
RNA5S6	100169756	0	0	0	0	0	0
RNA5S6	100169757	0	0	0	0	0	0
RNA5S6	100169758	0	0	0	0	0	0
RNA5S6	100169759	0	0	0	0	0	0
RNA5S6	100169761	0	0	0	0	0	0
RNA5S6	100169762	0	0	0	0	0	0
RNA5S6	100169763	0	0	0	0	0	0
RNA5S6	100169764	0	0	0	0	0	0
RNA5S6	100169765	0	0	0	0	0	0
RNA5S6	100169766	0	0	0	0	0	0
RNA5S6	100169767	0	0	0	0	0	0
RNA5S6	100169768	0	0	0	0	0	0
MIR1295A	100302178	0	0	0	0	0	-1
MIR1295A	100847009	0	0	0	0	0	-1
RNA5S7	100169751	0	0	0	0	0	0
RNA5S7	100169753	0	0	0	0	0	0
RNA5S7	100169754	0	0	0	0	0	0
RNA5S7	100169755	0	0	0	0	0	0
RNA5S7	100169756	0	0	0	0	0	0
RNA5S7	100169757	0	0	0	0	0	0
RNA5S7	100169758	0	0	0	0	0	0
RNA5S7	100169759	0	0	0	0	0	0
RNA5S7	100169761	0	0	0	0	0	0
RNA5S7	100169762	0	0	0	0	0	0
RNA5S7	100169763	0	0	0	0	0	0
RNA5S7	100169764	0	0	0	0	0	0
RNA5S7	100169765	0	0	0	0	0	0
RNA5S7	100169766	0	0	0	0	0	0
RNA5S7	100169767	0	0	0	0	0	0
RNA5S7	100169768	0	0	0	0	0	0
RNA5S8	100169751	0	0	0	0	0	0
RNA5S8	100169753	0	0	0	0	0	0
RNA5S8	100169754	0	0	0	0	0	0
RNA5S8	100169755	0	0	0	0	0	0
RNA5S8	100169756	0	0	0	0	0	0
RNA5S8	100169757	0	0	0	0	0	0
RNA5S8	100169758	0	0	0	0	0	0
RNA5S8	100169759	0	0	0	0	0	0
RNA5S8	100169761	0	0	0	0	0	0
RNA5S8	100169762	0	0	0	0	0	0
RNA5S8	100169763	0	0	0	0	0	0
RNA5S8	100169764	0	0	0	0	0	0
RNA5S8	100169765	0	0	0	0	0	0
RNA5S8	100169766	0	0	0	0	0	0
RNA5S8	100169767	0	0	0	0	0	0
RNA5S8	100169768	0	0	0	0	0	0
RNA5S9	100169760	0	0	2	1	1	0
RNA5S10	100169751	0	0	0	0	0	0
RNA5S10	100169753	0	0	0	0	0	0
RNA5S10	100169754	0	0	0	0	0	0
RNA5S10	100169755	0	0	0	0	0	0
RNA5S10	100169756	0	0	0	0	0	0
RNA5S10	100169757	0	0	0	0	0	0
RNA5S10	100169758	0	0	0	0	0	0
RNA5S10	100169759	0	0	0	0	0	0
RNA5S10	100169761	0	0	0	0	0	0
RNA5S10	100169762	0	0	0	0	0	0
RNA5S10	100169763	0	0	0	0	0	0
RNA5S10	100169764	0	0	0	0	0	0
RNA5S10	100169765	0	0	0	0	0	0
RNA5S10	100169766	0	0	0	0	0	0
RNA5S10	100169767	0	0	0	0	0	0
RNA5S10	100169768	0	0	0	0	0	0
RNA5S11	100169751	0	0	0	0	0	0
RNA5S11	100169753	0	0	0	0	0	0
RNA5S11	100169754	0	0	0	0	0	0
RNA5S11	100169755	0	0	0	0	0	0
RNA5S11	100169756	0	0	0	0	0	0
RNA5S11	100169757	0	0	0	0	0	0
RNA5S11	100169758	0	0	0	0	0	0
RNA5S11	100169759	0	0	0	0	0	0
RNA5S11	100169761	0	0	0	0	0	0
RNA5S11	100169762	0	0	0	0	0	0
RNA5S11	100169763	0	0	0	0	0	0
RNA5S11	100169764	0	0	0	0	0	0
RNA5S11	100169765	0	0	0	0	0	0
RNA5S11	100169766	0	0	0	0	0	0
RNA5S11	100169767	0	0	0	0	0	0
RNA5S11	100169768	0	0	0	0	0	0
RNA5S12	100169751	0	0	0	0	0	0
RNA5S12	100169753	0	0	0	0	0	0
RNA5S12	100169754	0	0	0	0	0	0
RNA5S12	100169755	0	0	0	0	0	0
RNA5S12	100169756	0	0	0	0	0	0
RNA5S12	100169757	0	0	0	0	0	0
RNA5S12	100169758	0	0	0	0	0	0
RNA5S12	100169759	0	0	0	0	0	0
RNA5S12	100169761	0	0	0	0	0	0
RNA5S12	100169762	0	0	0	0	0	0
RNA5S12	100169763	0	0	0	0	0	0
RNA5S12	100169764	0	0	0	0	0	0
RNA5S12	100169765	0	0	0	0	0	0
RNA5S12	100169766	0	0	0	0	0	0
RNA5S12	100169767	0	0	0	0	0	0
RNA5S12	100169768	0	0	0	0	0	0
RNA5S13	100169751	0	0	0	0	0	0
RNA5S13	100169753	0	0	0	0	0	0
RNA5S13	100169754	0	0	0	0	0	0
RNA5S13	100169755	0	0	0	0	0	0
RNA5S13	100169756	0	0	0	0	0	0
RNA5S13	100169757	0	0	0	0	0	0
RNA5S13	100169758	0	0	0	0	0	0
RNA5S13	100169759	0	0	0	0	0	0
RNA5S13	100169761	0	0	0	0	0	0
RNA5S13	100169762	0	0	0	0	0	0
RNA5S13	100169763	0	0	0	0	0	0
RNA5S13	100169764	0	0	0	0	0	0
RNA5S13	100169765	0	0	0	0	0	0
RNA5S13	100169766	0	0	0	0	0	0
RNA5S13	100169767	0	0	0	0	0	0
RNA5S13	100169768	0	0	0	0	0	0
MIR942	100126331	-1	-1	-1	0	-1	-1
C1orf170	84808	1	1	1	1	1	1
RNA5S14	100169751	0	0	0	0	0	0
RNA5S14	100169753	0	0	0	0	0	0
RNA5S14	100169754	0	0	0	0	0	0
RNA5S14	100169755	0	0	0	0	0	0
RNA5S14	100169756	0	0	0	0	0	0
RNA5S14	100169757	0	0	0	0	0	0
RNA5S14	100169758	0	0	0	0	0	0
RNA5S14	100169759	0	0	0	0	0	0
RNA5S14	100169761	0	0	0	0	0	0
RNA5S14	100169762	0	0	0	0	0	0
RNA5S14	100169763	0	0	0	0	0	0
RNA5S14	100169764	0	0	0	0	0	0
RNA5S14	100169765	0	0	0	0	0	0
RNA5S14	100169766	0	0	0	0	0	0
RNA5S14	100169767	0	0	0	0	0	0
RNA5S14	100169768	0	0	0	0	0	0
RNA5S15	100169751	0	0	2	1	1	0
RNA5S15	100169753	0	0	2	1	1	0
RNA5S15	100169754	0	0	2	1	1	0
RNA5S15	100169755	0	0	2	1	1	0
RNA5S15	100169756	0	0	2	1	1	0
RNA5S15	100169757	0	0	2	1	1	0
RNA5S15	100169758	0	0	2	1	1	0
RNA5S15	100169759	0	0	2	1	1	0
RNA5S15	100169761	0	0	2	1	1	0
RNA5S15	100169762	0	0	2	1	1	0
RNA5S15	100169763	0	0	2	1	1	0
RNA5S15	100169764	0	0	2	1	1	0
RNA5S15	100169765	0	0	2	1	1	0
RNA5S15	100169766	0	0	2	1	1	0
RNA5S15	100169767	0	0	2	1	1	0
RNA5S15	100169768	0	0	2	1	1	0
RNA5S16	100169751	0	0	0	0	0	0
RNA5S16	100169753	0	0	0	0	0	0
RNA5S16	100169754	0	0	0	0	0	0
RNA5S16	100169755	0	0	0	0	0	0
RNA5S16	100169756	0	0	0	0	0	0
RNA5S16	100169757	0	0	0	0	0	0
RNA5S16	100169758	0	0	0	0	0	0
RNA5S16	100169759	0	0	0	0	0	0
RNA5S16	100169761	0	0	0	0	0	0
RNA5S16	100169762	0	0	0	0	0	0
RNA5S16	100169763	0	0	0	0	0	0
RNA5S16	100169764	0	0	0	0	0	0
RNA5S16	100169765	0	0	0	0	0	0
RNA5S16	100169766	0	0	0	0	0	0
RNA5S16	100169767	0	0	0	0	0	0
RNA5S16	100169768	0	0	0	0	0	0
RNA5S17	100169751	0	0	0	0	0	0
RNA5S17	100169753	0	0	0	0	0	0
RNA5S17	100169754	0	0	0	0	0	0
RNA5S17	100169755	0	0	0	0	0	0
RNA5S17	100169756	0	0	0	0	0	0
RNA5S17	100169757	0	0	0	0	0	0
RNA5S17	100169758	0	0	0	0	0	0
RNA5S17	100169759	0	0	0	0	0	0
RNA5S17	100169761	0	0	0	0	0	0
RNA5S17	100169762	0	0	0	0	0	0
RNA5S17	100169763	0	0	0	0	0	0
RNA5S17	100169764	0	0	0	0	0	0
RNA5S17	100169765	0	0	0	0	0	0
RNA5S17	100169766	0	0	0	0	0	0
RNA5S17	100169767	0	0	0	0	0	0
RNA5S17	100169768	0	0	0	0	0	0
DUSP5P1	574029	0	0	0	0	0	0
HES4	57801	0	0	1	1	1	1
